ParkName,BeginTempCelsius,BeginPrecip,Year,DeerNum,VegType,GPSDate,GPSTime,Long,Lat,Month
Pea Ridge National Military Park,9.5,No rain,2015,8,Grassland/Prairie,2/10/2015,19:06:22,-94.05199519,36.44574056,02
Pea Ridge National Military Park,9.5,No rain,2015,2,Upland Forest,2/10/2015,19:10:04,-94.05132331,36.4505822,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Grassland/Prairie,2/10/2015,19:12:02,-94.05119161,36.45232875,02
Pea Ridge National Military Park,9.5,No rain,2015,4,Upland Forest,2/10/2015,19:18:40,-94.04472667,36.46011429,02
Pea Ridge National Military Park,9.5,No rain,2015,3,Upland Forest,2/10/2015,19:20:09,-94.0439978,36.46029035,02
Pea Ridge National Military Park,9.5,No rain,2015,5,Upland Forest,2/10/2015,19:21:26,-94.04372096,36.46030478,02
Pea Ridge National Military Park,9.5,No rain,2015,3,Upland Forest,2/10/2015,19:25:18,-94.04006421,36.46200178,02
Pea Ridge National Military Park,9.5,No rain,2015,3,Upland Forest,2/10/2015,19:35:03,-94.02237495,36.45877135,02
Pea Ridge National Military Park,9.5,No rain,2015,2,Upland Forest,2/10/2015,19:37:34,-94.02244068,36.45583399,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Upland Forest,2/10/2015,19:40:20,-94.02186215,36.45366277,02
Pea Ridge National Military Park,9.5,No rain,2015,3,Upland Forest,2/10/2015,19:41:42,-94.02167165,36.45369656,02
Pea Ridge National Military Park,9.5,No rain,2015,3,Upland Forest,2/10/2015,19:43:13,-94.02053687,36.45387114,02
Pea Ridge National Military Park,9.5,No rain,2015,2,Upland Forest,2/10/2015,19:44:25,-94.01981171,36.45377291,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Upland Forest,2/10/2015,19:48:36,-94.01817053,36.45157912,02
Pea Ridge National Military Park,9.5,No rain,2015,2,Upland Forest,2/10/2015,19:50:18,-94.01959903,36.4507616,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Upland Forest,2/10/2015,19:51:43,-94.02023637,36.45039578,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Grassland/Prairie,2/10/2015,19:56:10,-94.02526607,36.44749764,02
Pea Ridge National Military Park,9.5,No rain,2015,2,Grassland/Prairie,2/10/2015,19:57:39,-94.02536431,36.44742677,02
Pea Ridge National Military Park,9.5,No rain,2015,1,Grassland/Prairie,2/10/2015,19:58:36,-94.02559503,36.44721694,02
Pea Ridge National Military Park,6.5,No rain,2015,4,Grassland/Prairie,2/10/2015,20:04:41,-94.03107244,36.44137488,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Grassland/Prairie,2/10/2015,20:06:17,-94.0326467,36.44065189,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:08:20,-94.03617006,36.44027774,02
Pea Ridge National Military Park,6.5,No rain,2015,8,Grassland/Prairie,2/10/2015,20:18:05,-94.05208278,36.4454955,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:22:10,-94.05130152,36.45053762,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Grassland/Prairie,2/10/2015,20:24:07,-94.05121279,36.4522743,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:31:22,-94.04366173,36.4603042,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:35:16,-94.03723647,36.46358655,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:42:59,-94.02267457,36.45912856,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:45:36,-94.02239412,36.45591893,02
Pea Ridge National Military Park,6.5,No rain,2015,1,Upland Forest,2/10/2015,20:47:47,-94.02217168,36.45361346,02
Pea Ridge National Military Park,6.5,No rain,2015,5,Upland Forest,2/10/2015,20:49:18,-94.02125174,36.45378405,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:50:22,-94.02048822,36.45387684,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:51:59,-94.01987664,36.45379402,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:55:25,-94.01825393,36.45154001,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Upland Forest,2/10/2015,20:56:43,-94.01935277,36.45090848,02
Pea Ridge National Military Park,6.5,No rain,2015,2,Grassland/Prairie,2/10/2015,21:00:07,-94.02491951,36.44771762,02
Pea Ridge National Military Park,6.5,No rain,2015,3,Grassland/Prairie,2/10/2015,21:01:03,-94.02546776,36.44734646,02
Pea Ridge National Military Park,5.8,No rain,2015,4,Grassland/Prairie,2/10/2015,21:08:03,-94.03260764,36.44066693,02
Pea Ridge National Military Park,5.8,No rain,2015,4,Grassland/Prairie,2/10/2015,21:19:25,-94.05222598,36.44515098,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:24:15,-94.05128154,36.4504438,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Grassland/Prairie,2/10/2015,21:28:30,-94.05109953,36.45253307,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:35:34,-94.04348976,36.46029029,02
Pea Ridge National Military Park,5.8,No rain,2015,1,Upland Forest,2/10/2015,21:46:27,-94.02263323,36.45908567,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:49:34,-94.02245636,36.45582867,02
Pea Ridge National Military Park,5.8,No rain,2015,5,Upland Forest,2/10/2015,21:52:34,-94.02143467,36.45373764,02
Pea Ridge National Military Park,5.8,No rain,2015,3,Upland Forest,2/10/2015,21:53:57,-94.02032332,36.45386733,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:55:12,-94.01953675,36.45369589,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:58:12,-94.01823192,36.45154455,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,21:59:43,-94.01961534,36.4507607,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Upland Forest,2/10/2015,22:00:32,-94.01993717,36.45056766,02
Pea Ridge National Military Park,5.8,No rain,2015,2,Grassland/Prairie,2/10/2015,22:03:32,-94.02450051,36.4479451,02
Pea Ridge National Military Park,5.8,No rain,2015,3,Grassland/Prairie,2/10/2015,22:04:35,-94.02526116,36.44749624,02
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Upland Forest,1/8/2015,18:14:45,-93.41666576,37.11591993,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,1,Riparian Forest,1/8/2015,18:20:07,-93.40679557,37.11618351,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Riparian Forest,1/8/2015,18:21:23,-93.40678047,37.11617443,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,1,Riparian Forest,1/8/2015,18:22:37,-93.40674199,37.11615144,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Grassland/Prairie,1/8/2015,18:24:17,-93.40550864,37.11567179,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Grassland/Prairie,1/8/2015,18:25:18,-93.40543623,37.11567148,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,3,Grassland/Prairie,1/8/2015,18:26:27,-93.40433655,37.11568432,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Grassland/Prairie,1/8/2015,18:27:44,-93.40431345,37.11568432,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,3,Crop,1/8/2015,18:30:12,-93.40189477,37.11380263,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Grassland/Prairie,1/8/2015,18:32:43,-93.40090521,37.11136727,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Riparian Forest,1/8/2015,18:34:52,-93.39844057,37.10929633,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,6,Grassland/Prairie,1/8/2015,18:36:37,-93.39877445,37.10800741,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Upland Forest,1/8/2015,18:40:06,-93.4027126,37.10320579,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,3,Grassland/Prairie,1/8/2015,18:42:21,-93.40427295,37.1009591,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,3,Riparian Forest,1/8/2015,18:47:49,-93.40351867,37.09228129,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Riparian Forest,1/8/2015,18:49:07,-93.40352743,37.09226789,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,5,Grassland/Prairie,1/8/2015,18:50:20,-93.40376515,37.09200553,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,3,Riparian Grassland,1/8/2015,18:51:32,-93.40383007,37.09195808,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,5,Crop,1/8/2015,18:54:01,-93.40649696,37.09155268,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Grassland/Prairie,1/8/2015,18:56:42,-93.40771949,37.09355261,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,6,Grassland/Prairie,1/8/2015,18:58:06,-93.40785399,37.09467154,01
Wilson's Creek National Battlefield,-1.9,No rain,2015,2,Upland Scrub,1/8/2015,19:07:06,-93.41614242,37.10731734,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Grassland/Prairie,1/8/2015,19:20:53,-93.40558606,37.11567769,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,9,Grassland/Prairie,1/8/2015,19:21:49,-93.40512056,37.11567354,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Grassland/Prairie,1/8/2015,19:23:56,-93.40307157,37.11553104,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,1,Grassland/Prairie,1/8/2015,19:25:20,-93.40261887,37.11523475,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Riparian Forest,1/8/2015,19:29:08,-93.39843858,37.10925122,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,5,Grassland/Prairie,1/8/2015,19:30:32,-93.39848035,37.10877269,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Upland Forest,1/8/2015,19:34:22,-93.40271402,37.10320861,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,3,Grassland/Prairie,1/8/2015,19:37:14,-93.40440703,37.10024841,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Riparian Forest,1/8/2015,19:41:56,-93.40354989,37.09222772,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,3,Riparian Grassland,1/8/2015,19:43:25,-93.40357,37.09219996,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,5,Grassland/Prairie,1/8/2015,19:44:27,-93.40359131,37.09217243,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Riparian Grassland,1/8/2015,19:46:20,-93.40473778,37.09152224,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,5,Crop,1/8/2015,19:48:47,-93.4071311,37.09207528,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,6,Grassland/Prairie,1/8/2015,19:51:08,-93.40784237,37.09446289,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,1,Grassland/Prairie,1/8/2015,19:56:34,-93.41508616,37.10033765,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Riparian Forest,1/8/2015,19:57:44,-93.41508991,37.1003528,01
Wilson's Creek National Battlefield,-2.5,No rain,2015,2,Upland Forest,1/8/2015,20:01:59,-93.41612917,37.10725887,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Grassland/Prairie,1/8/2015,20:19:48,-93.40603304,37.11575521,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,4,Grassland/Prairie,1/8/2015,20:21:05,-93.40546211,37.1156617,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Grassland/Prairie,1/8/2015,20:23:18,-93.4047135,37.11566749,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Grassland/Prairie,1/8/2015,20:24:31,-93.40432329,37.11567074,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Grassland/Prairie,1/8/2015,20:25:53,-93.40422917,37.11567165,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,1,Grassland/Prairie,1/8/2015,20:27:38,-93.40295287,37.11547316,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,1,Grassland/Prairie,1/8/2015,20:29:17,-93.40197744,37.11407011,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Riparian Forest,1/8/2015,20:33:08,-93.39844007,37.10913435,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,5,Grassland/Prairie,1/8/2015,20:34:24,-93.39846435,37.10886313,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,3,Upland Forest,1/8/2015,20:38:31,-93.40274878,37.10316639,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,3,Grassland/Prairie,1/8/2015,20:41:09,-93.40440745,37.10000834,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Upland Forest,1/8/2015,20:42:45,-93.40426709,37.09873164,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,8,Grassland/Prairie,1/8/2015,20:46:51,-93.40376857,37.09199304,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,3,Riparian Grassland,1/8/2015,20:48:50,-93.40429544,37.09171464,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,4,Crop,1/8/2015,20:51:40,-93.40597991,37.09138915,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,5,Crop,1/8/2015,20:52:40,-93.40654607,37.09158268,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,4,Crop,1/8/2015,20:54:27,-93.40719725,37.09216878,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,3,Crop,1/8/2015,20:56:15,-93.40775931,37.09373563,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,6,Grassland/Prairie,1/8/2015,20:57:43,-93.40782248,37.09426925,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,1,Grassland/Prairie,1/8/2015,21:01:02,-93.41151586,37.09768773,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Grassland/Prairie,1/8/2015,21:02:32,-93.41176559,37.09802271,01
Wilson's Creek National Battlefield,-0.8,No rain,2015,2,Upland Scrub,1/8/2015,21:07:40,-93.41611069,37.10712156,01
Wilson's Creek National Battlefield,2.9,No rain,2015,1,Riparian Forest,1/15/2015,18:24:48,-93.40706192,37.1163467,01
Wilson's Creek National Battlefield,2.9,No rain,2015,1,Grassland/Prairie,1/15/2015,18:26:31,-93.40595192,37.11573341,01
Wilson's Creek National Battlefield,2.9,No rain,2015,3,Grassland/Prairie,1/15/2015,18:27:49,-93.40438285,37.11568194,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Grassland/Prairie,1/15/2015,18:28:50,-93.403767,37.11567766,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Grassland/Prairie,1/15/2015,18:30:32,-93.40273024,37.11533218,01
Wilson's Creek National Battlefield,2.9,No rain,2015,9,Crop,1/15/2015,18:32:19,-93.40193528,37.11396013,01
Wilson's Creek National Battlefield,2.9,No rain,2015,4,Grassland/Prairie,1/15/2015,18:33:59,-93.40146854,37.11217278,01
Wilson's Creek National Battlefield,2.9,No rain,2015,1,Upland Forest,1/15/2015,18:36:17,-93.39853799,37.1096808,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Grassland/Prairie,1/15/2015,18:37:37,-93.39849827,37.10867809,01
Wilson's Creek National Battlefield,2.9,No rain,2015,4,Grassland/Prairie,1/15/2015,18:38:50,-93.39869107,37.10815132,01
Wilson's Creek National Battlefield,2.9,No rain,2015,6,Grassland/Prairie,1/15/2015,18:40:59,-93.40044511,37.10574036,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Grassland/Prairie,1/15/2015,18:45:04,-93.40441151,37.09998556,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Riparian Forest,1/15/2015,18:49:10,-93.40354568,37.09223288,01
Wilson's Creek National Battlefield,2.9,No rain,2015,2,Riparian Grassland,1/15/2015,18:50:08,-93.40374031,37.09202627,01
Wilson's Creek National Battlefield,2.9,No rain,2015,3,Riparian Grassland,1/15/2015,18:51:32,-93.40428587,37.09171803,01
Wilson's Creek National Battlefield,2.9,No rain,2015,3,Grassland/Prairie,1/15/2015,18:52:57,-93.40558684,37.09135588,01
Wilson's Creek National Battlefield,2.9,No rain,2015,4,Crop,1/15/2015,18:54:28,-93.40708226,37.092002,01
Wilson's Creek National Battlefield,2.9,No rain,2015,4,Grassland/Prairie,1/15/2015,18:55:22,-93.40712154,37.09205403,01
Wilson's Creek National Battlefield,2.9,No rain,2015,3,Crop,1/15/2015,18:56:11,-93.4073474,37.09250997,01
Wilson's Creek National Battlefield,2.9,No rain,2015,8,Crop,1/15/2015,18:57:38,-93.40771164,37.0935456,01
Wilson's Creek National Battlefield,2.9,No rain,2015,1,Grassland/Prairie,1/15/2015,19:01:03,-93.41145838,37.09757668,01
Wilson's Creek National Battlefield,2.9,No rain,2015,1,Upland Scrub,1/15/2015,19:06:52,-93.41616123,37.10738095,01
Wilson's Creek National Battlefield,-2,No rain,2015,1,Grassland/Prairie,1/15/2015,19:25:31,-93.40474928,37.11568117,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Grassland/Prairie,1/15/2015,19:26:40,-93.40407428,37.11568353,01
Wilson's Creek National Battlefield,-2,No rain,2015,9,Grassland/Prairie,1/15/2015,19:27:46,-93.40291021,37.11544414,01
Wilson's Creek National Battlefield,-2,No rain,2015,2,Grassland/Prairie,1/15/2015,19:29:41,-93.40184725,37.1136076,01
Wilson's Creek National Battlefield,-2,No rain,2015,3,Grassland/Prairie,1/15/2015,19:31:35,-93.40131698,37.11189728,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Grassland/Prairie,1/15/2015,19:33:02,-93.40058408,37.11106399,01
Wilson's Creek National Battlefield,-2,No rain,2015,2,Upland Forest,1/15/2015,19:34:42,-93.39854656,37.109703089999996,01
Wilson's Creek National Battlefield,-2,No rain,2015,2,Grassland/Prairie,1/15/2015,19:35:48,-93.39851564,37.10863151,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Grassland/Prairie,1/15/2015,19:36:44,-93.39877805,37.10801349,01
Wilson's Creek National Battlefield,-2,No rain,2015,1,Grassland/Prairie,1/15/2015,19:38:48,-93.40059113,37.10557825,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Grassland/Prairie,1/15/2015,19:42:31,-93.40441193,37.10013835,01
Wilson's Creek National Battlefield,-2,No rain,2015,2,Riparian Forest,1/15/2015,19:46:35,-93.40356211,37.09221549,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Riparian Grassland,1/15/2015,19:47:39,-93.40406337,37.09181785,01
Wilson's Creek National Battlefield,-2,No rain,2015,1,Grassland/Prairie,1/15/2015,19:49:24,-93.40468372,37.09154497,01
Wilson's Creek National Battlefield,-2,No rain,2015,3,Grassland/Prairie,1/15/2015,19:50:35,-93.40607558,37.09140912,01
Wilson's Creek National Battlefield,-2,No rain,2015,1,Crop,1/15/2015,19:51:42,-93.40610299,37.0914155,01
Wilson's Creek National Battlefield,-2,No rain,2015,1,Riparian Grassland,1/15/2015,19:52:53,-93.40683111,37.09176668,01
Wilson's Creek National Battlefield,-2,No rain,2015,4,Grassland/Prairie,1/15/2015,19:54:34,-93.40778198,37.09389363,01
Wilson's Creek National Battlefield,-2,No rain,2015,5,Grassland/Prairie,1/15/2015,19:55:23,-93.40781894,37.09420297,01
Wilson's Creek National Battlefield,-2,No rain,2015,2,Grassland/Prairie,1/15/2015,19:58:30,-93.41147749,37.09761535,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,1,Grassland/Prairie,1/15/2015,20:25:07,-93.40532866,37.11567351,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,3,Grassland/Prairie,1/15/2015,20:26:28,-93.40414694,37.11567625,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,2,Grassland/Prairie,1/15/2015,20:27:50,-93.40308921,37.11553124,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,1,Grassland/Prairie,1/15/2015,20:28:39,-93.40305592,37.1155173,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,4,Grassland/Prairie,1/15/2015,20:29:59,-93.40248216,37.11508455,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,2,Upland Scrub,1/15/2015,20:31:22,-93.40181817,37.11346221,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,5,Upland Scrub,1/15/2015,20:32:35,-93.40156343,37.11239632,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,4,Upland Forest,1/15/2015,20:34:52,-93.39856137,37.10971336,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,2,Grassland/Prairie,1/15/2015,20:36:05,-93.39849733,37.10870071,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,8,Grassland/Prairie,1/15/2015,20:38:17,-93.40046282,37.10571476,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,4,Grassland/Prairie,1/15/2015,20:42:19,-93.40440861,37.09988821,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,2,Riparian Forest,1/15/2015,20:46:14,-93.40350611,37.09231043,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,1,Riparian Grassland,1/15/2015,20:47:07,-93.40383783,37.09195569,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,5,Riparian Grassland,1/15/2015,20:48:09,-93.40456072,37.09159916,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,7,Grassland/Prairie,1/15/2015,20:49:51,-93.40665166,37.09163875,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,3,Grassland/Prairie,1/15/2015,20:51:46,-93.40776779,37.09380819,01
Wilson's Creek National Battlefield,-2.1,No rain,2015,5,Upland Scrub,1/15/2015,20:52:50,-93.40782435,37.09442598,01
Wilson's Creek National Battlefield,5.4,No rain,2015,1,Riparian Forest,1/22/2015,18:31:02,-93.41346455,37.11629224,01
Wilson's Creek National Battlefield,5.4,No rain,2015,1,Grassland/Prairie,1/22/2015,18:33:52,-93.40852981,37.117046620000004,01
Wilson's Creek National Battlefield,5.4,No rain,2015,3,Grassland/Prairie,1/22/2015,18:36:07,-93.40574422,37.11569057,01
Wilson's Creek National Battlefield,5.4,No rain,2015,3,Grassland/Prairie,1/22/2015,18:37:06,-93.40551298,37.11567653,01
Wilson's Creek National Battlefield,5.4,No rain,2015,6,Grassland/Prairie,1/22/2015,18:38:12,-93.40542749,37.11567459,01
Wilson's Creek National Battlefield,5.4,No rain,2015,2,Grassland/Prairie,1/22/2015,18:39:42,-93.40486833,37.11567362,01
Wilson's Creek National Battlefield,5.4,No rain,2015,10,Grassland/Prairie,1/22/2015,18:40:32,-93.40444235,37.11567875,01
Wilson's Creek National Battlefield,5.4,No rain,2015,12,Crop,1/22/2015,18:42:57,-93.40191735,37.11389499,01
Wilson's Creek National Battlefield,5.4,No rain,2015,2,Riparian Forest,1/22/2015,18:46:35,-93.3984574,37.10890637,01
Wilson's Creek National Battlefield,5.4,No rain,2015,3,Grassland/Prairie,1/22/2015,18:47:30,-93.39846474,37.1088599,01
Wilson's Creek National Battlefield,5.4,No rain,2015,2,Upland Forest,1/22/2015,18:51:14,-93.40266187,37.103258339999996,01
Wilson's Creek National Battlefield,5.4,No rain,2015,3,Grassland/Prairie,1/22/2015,18:55:26,-93.40416344,37.09807057,01
Wilson's Creek National Battlefield,5.4,No rain,2015,2,Riparian Forest,1/22/2015,18:58:47,-93.40355987,37.09221497,01
Wilson's Creek National Battlefield,5.4,No rain,2015,1,Riparian Grassland,1/22/2015,19:00:09,-93.40484105,37.09147607,01
Wilson's Creek National Battlefield,5.4,No rain,2015,8,Crop,1/22/2015,19:03:44,-93.40647104,37.09154487,01
Wilson's Creek National Battlefield,5.4,No rain,2015,6,Crop,1/22/2015,19:05:40,-93.40727935,37.09231774,01
Wilson's Creek National Battlefield,5.4,No rain,2015,5,Crop,1/22/2015,19:06:41,-93.40736481,37.09254712,01
Wilson's Creek National Battlefield,5.4,No rain,2015,6,Grassland/Prairie,1/22/2015,19:08:09,-93.40775188,37.09369203,01
Wilson's Creek National Battlefield,5.4,No rain,2015,7,Grassland/Prairie,1/22/2015,19:11:39,-93.41150669,37.0976751,01
Wilson's Creek National Battlefield,5.4,No rain,2015,2,Upland Scrub,1/22/2015,19:17:16,-93.41610995,37.10713823,01
Wilson's Creek National Battlefield,5.4,No rain,2015,1,Upland Forest,1/22/2015,19:21:30,-93.4183022,37.11488629,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Upland Forest,1/22/2015,19:28:24,-93.41789535,37.11503588,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,3,Grassland/Prairie,1/22/2015,19:34:17,-93.40602768,37.11575742,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,18,Grassland/Prairie,1/22/2015,19:35:18,-93.40593624,37.11572977,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,2,Grassland/Prairie,1/22/2015,19:36:59,-93.40499701,37.11567479,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,3,Grassland/Prairie,1/22/2015,19:37:42,-93.40493694,37.11567511,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:38:58,-93.40430148,37.1156801,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:39:56,-93.40425328,37.11568039,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:41:02,-93.40375705,37.11567424,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:41:56,-93.40350526,37.11564956,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,7,Crop,1/22/2015,19:43:50,-93.40192833,37.11393158,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,2,Grassland/Prairie,1/22/2015,19:46:15,-93.4003943,37.11092222,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,4,Grassland/Prairie,1/22/2015,19:48:07,-93.39846386,37.10884567,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,7,Grassland/Prairie,1/22/2015,19:50:52,-93.40054751,37.10561579,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,4,Upland Forest,1/22/2015,19:53:54,-93.40265214,37.10327106,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:56:22,-93.40437305,37.10056473,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,1,Grassland/Prairie,1/22/2015,19:58:21,-93.40414787,37.09792626,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,2,Riparian Grassland,1/22/2015,20:01:56,-93.4036473,37.09211309,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,3,Upland Scrub,1/22/2015,20:03:59,-93.40628749,37.09146359,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,7,Crop,1/22/2015,20:05:05,-93.40633439,37.09148065,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,5,Crop,1/22/2015,20:07:00,-93.40743956,37.09273423,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,7,Grassland/Prairie,1/22/2015,20:08:29,-93.4077671,37.09381801,01
Wilson's Creek National Battlefield,-0.3,No rain,2015,6,Grassland/Prairie,1/22/2015,20:12:04,-93.4115065,37.09767321,01
Wilson's Creek National Battlefield,-1.5,No rain,2015,6,Grassland/Prairie,1/22/2015,20:33:20,-93.4059575,37.11573477,01
